sector,price,super_area,bedrooms,bathroom,balcony,age_possession,servant_room,luxury_category,parking,building_type
sector 90,2.49,2364.0,4,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 108,2.5,2338.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 108,3.2,2631.0,4,5,3+,1 to 5 year old,1,high,2,mid-rise
sector 104,1.95,1550.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 111,3.2,1700.0,3,3,1,0 to 1 year old,0,high,1,mid-rise
sector 109,2.95,3055.0,4,3,3,1 to 5 year old,1,high,2,mid-rise
sector 69,2.59,2250.0,3,5,3,5 to 10 year old,1,high,1,mid-rise
sector 59,5.01,2974.8999999999996,3,3,2,1 to 5 year old,1,high,2,high-rise
sector 67a,2.6,1852.0,3,4,2,1 to 5 year old,1,high,1,mid-rise
sector 67a,2.3,1727.0,3,3,2,1 to 5 year old,0,medium,2,mid-rise
sector 62,6.1,3676.38,3,3,2,0 to 1 year old,1,high,2,high-rise
sector 79,2.56,2050.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
garauli khurd,1.65,1775.0,3,3,3+,1 to 5 year old,0,high,3,mid-rise
sector 70a,2.7,1565.0,2,2,3,1 to 5 year old,0,high,2,high-rise
sector 48,3.08,2690.9,3,3,3+,10+ year old,1,medium,1,mid-rise
sector 47,3.15,2878.3399999999997,3,3,3+,10+ year old,1,medium,2,mid-rise
sector 102,2.3,1689.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 107,2.0,2361.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
sector 108,2.35,2003.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 49,4.7,4047.0,4,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 107,1.4,1534.0,2,2,3,1 to 5 year old,0,high,0,mid-rise
sector 107,0.65,659.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 80,2.72,2754.0,4,5,3+,5 to 10 year old,1,high,2,mid-rise
sector 80,2.7,2754.0,4,5,3+,5 to 10 year old,1,high,2,mid-rise
sector 80,1.79,1821.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 49,6.5,1999.8144,3,3,2,under construction,0,medium,2,high-rise
sector 80,2.15,2262.0,3,4,3,5 to 10 year old,1,medium,1,mid-rise
sector 84,1.5,1725.0,3,3,3+,5 to 10 year old,0,medium,2,mid-rise
sector 28,2.8,1650.0,3,3,3+,10+ year old,0,medium,1,mid-rise
sector 37d,4.1,2469.0,3,4,3,under construction,1,medium,2,high-rise
sector 77,1.24,1342.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 77,1.27,1242.5,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 81,0.66,657.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 108,2.6,2003.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 84,0.6,583.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector-33 sohna,0.34,600.0,1,1,1,1 to 5 year old,0,medium,1,mid-rise
sector 90,0.69,626.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 47,5.14,2470.0,3,5,3,1 to 5 year old,1,medium,2,mid-rise
sector 66,3.9,2200.0,3,3,3,1 to 5 year old,1,medium,4,mid-rise
sector 92,2.5,2313.75,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 70a,0.69,980.0,2,2,1,1 to 5 year old,0,high,2,mid-rise
sector 90,0.43,432.0,1,1,1,1 to 5 year old,0,medium,1,mid-rise
sector-35 sohna,0.41,921.425,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 49,2.88,1733.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 81,1.55,1015.0159999999998,3,2,3+,under construction,0,medium,1,low-rise
sector 89,2.0,2200.0,3,3,3+,10+ year old,1,high,2,mid-rise
sector 79,1.6,1351.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 77,1.25,1342.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 79,1.6,1069.544,2,2,3,0 to 1 year old,0,medium,1,mid-rise
sector 37d,3.25,2443.0,4,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 56,2.6,2840.0,3,3,3,5 to 10 year old,0,high,2,mid-rise
sector 106,5.5,3075.0,4,5,3+,under construction,0,medium,3,high-rise
sector 67,0.77,800.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 103,0.8,605.09,2,2,1,1 to 5 year old,0,low,0,mid-rise
sector 66,1.9,1287.0,2,2,3,1 to 5 year old,0,medium,4,mid-rise
sector 66,1.9,1287.0,2,2,3,1 to 5 year old,0,medium,4,mid-rise
sector 62,3.7,1508.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 1a imt manesar,1.5,1943.0,3,4,2,1 to 5 year old,1,high,1,mid-rise
sohna,0.54,893.18,2,2,2,0 to 1 year old,0,medium,1,mid-rise
sector 92,1.15,1185.0,3,2,2,5 to 10 year old,0,medium,1,low-rise
sector 79,1.5,2431.25,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 113,3.34,2564.52,3,3,3,under construction,0,low,1,high-rise
sector 39,3.4,3200.0,4,4,3+,10+ year old,1,medium,2,mid-rise
sector 89,2.9,1673.0,3,3,3,under construction,0,low,0,high-rise
sector 62,4.29,2124.0,3,3,3,under construction,0,medium,1,high-rise
sector 82,3.0,1960.0,3,4,3+,5 to 10 year old,1,medium,1,high-rise
sector 36 sohna,1.2,1533.6,3,2,3,0 to 1 year old,0,medium,1,low-rise
sector 49,5.1,1422.4708,3,3,3,under construction,0,low,1,high-rise
sector 37d,1.6,1765.0,3,3,3,under construction,0,medium,1,high-rise
sector 51,3.6,3124.0,3,3,3+,5 to 10 year old,1,medium,2,mid-rise
sector 89 a,3.0,2650.0,3,4,3+,0 to 1 year old,1,medium,2,mid-rise
sector 79,1.9,1572.0,2,2,3,1 to 5 year old,0,high,1,mid-rise
sector 77,7.5,3375.0,4,5,1,under construction,0,high,3,high-rise
sector 70a,0.7,980.0,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 107,1.8,1943.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 67,3.7,2685.0,4,5,3+,1 to 5 year old,1,medium,4,mid-rise
sector 67,2.9,1935.0,3,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 92,2.6,1995.0,3,4,3,1 to 5 year old,1,high,4,mid-rise
sector 102,2.9,1852.0,3,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 3,3.0,3763.0,4,4,3,under construction,0,medium,0,mid-rise
sector 49,4.85,1856.0,3,3,3,under construction,0,medium,0,high-rise
sector 36 sohna,0.85,845.3,2,2,3,under construction,0,medium,0,low-rise
sector 69,2.53,1704.0,3,3,3,under construction,1,medium,1,high-rise
dlf phase 3,16.41,8000.0,5,6,3+,1 to 5 year old,1,high,4,mid-rise
dlf phase 3,14.0,7000.0,4,5,3+,1 to 5 year old,1,high,3,mid-rise
sector 90,1.6,1950.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
sector 79,3.75,2675.0,4,4,3+,0 to 1 year old,1,high,2,mid-rise
sector 106,1.55,1966.7,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 36a,0.72,485.64,1,1,1,5 to 10 year old,0,medium,0,mid-rise
dlf phase 5,2.99,1900.0,3,3,2,10+ year old,0,medium,0,low-rise
sector 70a,0.7,980.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 70a,0.72,852.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 70a,0.68,920.0,2,2,1,1 to 5 year old,0,high,2,mid-rise
sector 70a,0.69,980.0,2,2,1,1 to 5 year old,0,high,2,mid-rise
sector 107,1.2,1366.0,2,2,3+,1 to 5 year old,0,high,1,mid-rise
sector 86,0.76,856.26,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 102,2.7,1942.0,3,4,3+,10+ year old,1,medium,0,high-rise
sushant lok phase 3,2.22,2400.0,4,3,3,10+ year old,0,high,1,low-rise
sector 93,1.3,1587.56,2,2,3,under construction,0,medium,0,low-rise
sector 54,8.0,2315.0,3,3,3,10+ year old,1,medium,2,high-rise
sector 76,0.87,901.7,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 76,0.88,901.7,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 83,2.1,1735.0,3,3,2,5 to 10 year old,0,medium,1,mid-rise
sector 86,0.78,814.4268,2,2,2,0 to 1 year old,0,low,0,mid-rise
sector 49,4.67,2100.0,3,3,3,under construction,0,medium,2,high-rise
sector 108,4.0,1711.0,3,3,2,0 to 1 year old,0,medium,1,mid-rise
sector 103,1.09,1361.0,2,2,3,1 to 5 year old,0,high,1,mid-rise
sector 103,1.6,1991.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 106,5.65,3075.0,4,4,3+,under construction,1,medium,2,high-rise
sector 60,5.65,2800.0,4,4,3,1 to 5 year old,1,high,2,high-rise
sector 63a,2.7,1774.0,3,3,2,0 to 1 year old,0,low,1,low-rise
sector 43,2.4,2627.0,3,3,3+,10+ year old,1,medium,2,mid-rise
sector 88a,0.48,531.0799999999999,1,1,1,1 to 5 year old,0,low,0,mid-rise
sector 67a,0.8,839.2199999999999,2,2,1,1 to 5 year old,0,low,0,mid-rise
sector 108,1.25,1505.0,2,2,3,5 to 10 year old,0,high,1,mid-rise
sector 36 sohna,0.88,1449.82,2,2,1,0 to 1 year old,0,medium,1,low-rise
sector 85,1.49,1675.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 109,2.5,2836.0,4,4,1,5 to 10 year old,1,medium,2,mid-rise
sector 92,2.4,2462.2799999999997,4,4,3,5 to 10 year old,0,high,2,low-rise
sohna,0.7,852.7384,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 65,2.24,1261.0,2,1,1,1 to 5 year old,0,high,2,high-rise
sector 1a imt manesar,1.4,1760.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 71,0.81,600.0,2,2,1,1 to 5 year old,0,low,0,mid-rise
sector 108,1.25,1432.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 113,4.25,1349.0,2,2,2,under construction,0,high,1,high-rise
sector 79,1.63,1159.0,2,2,2,under construction,0,low,0,low-rise
sector 48,3.8,1418.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 69,1.45,1882.92,3,2,3,1 to 5 year old,0,high,1,mid-rise
sector 36a,1.01,1000.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 79,2.75,2150.0,3,3,3,0 to 1 year old,1,high,4,mid-rise
sector 71,0.81,639.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 71,0.8,639.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 71,0.83,639.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 71,0.53,650.0,1,1,2,1 to 5 year old,0,medium,1,low-rise
sector 71,0.55,650.0,1,1,2,1 to 5 year old,0,medium,1,low-rise
sector 71,0.54,650.0,1,1,2,1 to 5 year old,0,medium,1,low-rise
sector 71,0.82,639.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 49,3.0,1805.0,3,3,3,10+ year old,0,medium,2,mid-rise
sector 48,2.95,1665.0,3,3,3+,10+ year old,1,high,1,mid-rise
sector 54,24.0,4022.0,4,5,3+,1 to 5 year old,0,medium,2,high-rise
sector 48,3.07,1860.0,3,4,3+,5 to 10 year old,1,high,1,mid-rise
sector 86,2.35,1930.0,3,3,3,10+ year old,1,medium,2,mid-rise
sector 113,3.25,2217.0,3,3,3,1 to 5 year old,1,medium,0,high-rise
sector 92,1.45,1326.0,3,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 88a,2.2,1850.0,3,3,3+,1 to 5 year old,0,medium,0,mid-rise
sector 95a,0.6321,808.3208,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 70a,0.725,836.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 81,0.425,366.0,1,1,2,1 to 5 year old,0,medium,0,low-rise
sector 76,0.85,889.24944,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 54,10.5,2721.0,4,4,3,5 to 10 year old,1,high,3,high-rise
sector 71,1.6,1485.0,3,3,2,10+ year old,0,high,1,mid-rise
sector 70a,0.72,836.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 76,0.855,889.24944,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 86,2.1,1930.0,3,4,3,5 to 10 year old,1,high,1,mid-rise
sector 90,1.15,1352.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 92,1.65,1704.0,3,2,3,under construction,0,medium,1,low-rise
sector 106,3.0,1590.5647199999994,3,3,3+,under construction,0,medium,0,high-rise
sector 37d,1.06,1310.0,2,2,3+,1 to 5 year old,0,medium,0,mid-rise
sector 76,0.88,889.24944,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 37d,1.25,1675.0,3,3,3+,1 to 5 year old,0,high,0,mid-rise
sector 102,0.85,632.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
heritage city,3.07,1665.0,3,3,2,10+ year old,1,high,1,mid-rise
sector 70,1.8,1250.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 107,0.449,350.0,1,1,2,1 to 5 year old,0,medium,2,low-rise
sector 79,2.15,2272.0,3,2,3,under construction,0,medium,1,mid-rise
sector 81,1.05,1250.0,2,2,2,5 to 10 year old,0,medium,0,mid-rise
gwal pahari,1.4,1130.0,2,2,3+,0 to 1 year old,0,high,1,low-rise
sector 90,1.22,1300.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 37d,0.95,1310.0,2,2,3,1 to 5 year old,0,high,0,mid-rise
gwal pahari,8.5,5350.0,4,4,3+,1 to 5 year old,1,high,2,high-rise
sector 83,2.5,1950.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 89,1.7,2121.48,3,3,2,under construction,1,medium,1,low-rise
sector 99,2.35,2400.0,3,5,3+,1 to 5 year old,1,high,2,mid-rise
sector 70,1.75,1250.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 59,5.8,3375.0,4,4,3+,5 to 10 year old,1,medium,3,mid-rise
sector 53,6.25,2450.0,3,4,3+,10+ year old,1,medium,2,mid-rise
sector 67a,0.76,1136.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 109,1.25,1302.0,3,2,2,1 to 5 year old,0,high,2,mid-rise
sector 71,0.55,520.4016,1,1,2,1 to 5 year old,0,low,1,low-rise
sector 89 a,2.35,2505.0,4,4,3,0 to 1 year old,1,medium,3,low-rise
sector 70a,0.72,980.0,2,2,1,1 to 5 year old,0,high,0,mid-rise
sector 93,2.2,1600.0,3,3,2,under construction,0,medium,1,low-rise
sector 109,1.23,1405.0,3,2,2,1 to 5 year old,0,high,2,mid-rise
sector 49,3.05,1805.0,3,3,3,10+ year old,0,high,1,mid-rise
sector 69,0.79,684.4399999999999,2,2,1,5 to 10 year old,0,high,1,mid-rise
sector 86,2.03,1930.0,3,3,3+,5 to 10 year old,1,high,1,mid-rise
sector 68,1.85,2101.6,3,2,3,0 to 1 year old,0,medium,2,high-rise
sector 102,1.87,2343.0,3,3,3,5 to 10 year old,1,medium,1,mid-rise
sector 55,2.5,2982.0,3,3,3+,5 to 10 year old,1,medium,2,mid-rise
sector 95a,0.59,730.2633999999999,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 70a,0.7,980.0,2,2,1,1 to 5 year old,0,high,1,mid-rise
sector 85,1.21,1475.0,3,3,2,1 to 5 year old,0,medium,1,mid-rise
dlf phase 5,8.75,2750.0,4,5,3,1 to 5 year old,1,medium,0,mid-rise
sector 92,1.75,2212.05,4,4,3,0 to 1 year old,1,low,1,mid-rise
sector 70,1.35,1170.0,3,2,2,10+ year old,0,medium,0,mid-rise
sector 66,3.86,1999.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 49,2.8,1669.0,3,3,3,1 to 5 year old,0,high,2,mid-rise
sector 66,5.75,3035.0,3,4,3,under construction,0,high,2,high-rise
sector 81,3.65,2660.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 76,2.3,2374.24,3,3,2,under construction,0,medium,1,low-rise
sector 76,0.95,965.6,2,2,1,0 to 1 year old,0,medium,1,mid-rise
sector 49,5.0,1576.6259999999995,3,3,2,under construction,0,medium,0,high-rise
sector 69,1.5,1882.92,3,2,3,1 to 5 year old,0,high,1,mid-rise
sector 69,1.48,1882.92,3,2,3,5 to 10 year old,0,medium,1,mid-rise
sector 69,1.52,1882.92,3,2,3,5 to 10 year old,0,high,1,mid-rise
sector 70,2.9,2150.0,3,4,3,5 to 10 year old,1,high,2,mid-rise
jawahar nagar,0.65,1704.0,2,2,1,1 to 5 year old,0,low,2,low-rise
sector 95,1.15,1548.0,3,3,3,0 to 1 year old,0,medium,1,mid-rise
sector 88a,1.7,1463.0,2,2,3+,1 to 5 year old,0,medium,0,mid-rise
sector 89,3.5,2376.0,3,4,3+,under construction,1,low,2,high-rise
sector 89,1.85,1107.813,3,3,2,under construction,0,medium,0,low-rise
sector 95,1.57,1466.0,3,3,2,under construction,0,low,1,low-rise
sector 110,4.85,3350.0,4,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 62,3.75,2130.0,2,2,2,under construction,0,medium,1,high-rise
sector 93,0.85,860.52,2,2,3,0 to 1 year old,0,low,0,mid-rise
sector 85,0.85,575.0,2,2,1,0 to 1 year old,0,medium,0,mid-rise
sector 88a,1.45,1307.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 66,3.25,2896.7999999999997,4,3,3,5 to 10 year old,0,medium,0,mid-rise
sector 113,2.15,1330.0,2,2,3,1 to 5 year old,0,medium,2,high-rise
sector 37c,1.35,1853.0,3,3,2,0 to 1 year old,0,high,2,mid-rise
sector 37c,1.5,2011.1885999999995,3,4,3,0 to 1 year old,0,high,2,mid-rise
garauli kalan,1.5,1820.0,3,3,3,0 to 1 year old,0,high,2,mid-rise
sector 102,2.27,2025.0,3,4,1,1 to 5 year old,1,medium,3,mid-rise
sector 102,2.47,1827.0,3,3,2,1 to 5 year old,0,medium,1,high-rise
sector 67,0.8,800.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 103,1.65,1940.0,3,4,3+,under construction,1,medium,2,mid-rise
sector 109,3.0,5964.0,5,5,3+,5 to 10 year old,0,medium,2,mid-rise
sector 1 imt manesar,1.28,2912.42,3,3,2,10+ year old,0,medium,4,mid-rise
dlf phase 2,4.57,2250.0,4,4,3+,10+ year old,1,high,2,mid-rise
sector 99,3.7,3360.0,4,4,3+,0 to 1 year old,1,high,3,mid-rise
sector 106,1.28,1385.0,2,2,3+,1 to 5 year old,0,medium,0,high-rise
sector 70a,0.71,900.0,2,2,1,0 to 1 year old,0,medium,2,mid-rise
sector 106,1.53,1760.0,3,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 70,2.5,2769.0,3,4,2,1 to 5 year old,1,medium,2,mid-rise
sector 70a,2.2,1508.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 112,6.0,3685.0,3,5,2,1 to 5 year old,1,medium,0,high-rise
sector 95,0.63,916.3118,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 95,0.64,916.3118,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 76,0.85,901.4728,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 76,0.83,901.4728,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 76,0.84,901.4728,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 84,0.62,583.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 70,1.49,1137.0,3,2,2,5 to 10 year old,0,high,0,mid-rise
sector 62,3.7,1885.0,2,2,2,1 to 5 year old,0,medium,1,high-rise
sector 69,0.78,684.4399999999999,2,2,1,1 to 5 year old,1,high,0,mid-rise
sector 69,0.81,684.4399999999999,2,2,1,1 to 5 year old,0,high,1,mid-rise
sector 69,0.78,677.3399999999999,2,2,1,1 to 5 year old,0,high,1,mid-rise
sector 92,1.15,2232.24,3,3,3,5 to 10 year old,0,medium,2,mid-rise
sector 71,2.55,2475.06,3,3,2,5 to 10 year old,1,medium,1,mid-rise
sector 81,0.65,628.0,2,2,3,0 to 1 year old,0,medium,0,mid-rise
sector 85,2.65,2597.18,3,3,3,under construction,0,medium,1,high-rise
sector 61,2.25,1400.0,2,3,2,10+ year old,1,medium,1,high-rise
sector 86,0.66,766.8,2,2,1,0 to 1 year old,0,low,0,mid-rise
sector 99a,0.48,580.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 102,2.01,1368.0,2,2,3,0 to 1 year old,0,high,1,high-rise
sector 108,4.8,2343.0,3,5,2,1 to 5 year old,1,high,1,high-rise
sector 110,7.49,6760.0,5,5,3+,1 to 5 year old,1,high,4,mid-rise
sector 110,4.89,3350.0,4,5,2,1 to 5 year old,1,high,2,mid-rise
sector 104,3.6,2450.0,3,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 108,1.89,1758.0,3,3,3+,1 to 5 year old,1,medium,0,mid-rise
sector 104,3.4,2450.0,3,4,3+,1 to 5 year old,1,medium,3,high-rise
sector 104,2.37,1700.0,2,3,3,1 to 5 year old,1,high,2,high-rise
sector 109,2.35,1745.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 102,2.45,2025.0,3,4,1,1 to 5 year old,1,high,2,mid-rise
sector 102,3.25,2180.0,4,4,3+,0 to 1 year old,0,high,2,mid-rise
sector 108,3.4,1711.0,3,3,3+,0 to 1 year old,0,high,2,high-rise
sector 102,2.55,1852.0,3,3,3,0 to 1 year old,0,medium,1,high-rise
sector 106,2.95,1855.0,3,3,3+,0 to 1 year old,0,high,1,high-rise
sector 109,2.14,1750.0,3,3,3+,1 to 5 year old,0,medium,2,high-rise
sector 102,2.43,1692.0,3,3,3,0 to 1 year old,0,high,1,high-rise
sector 106,2.05,1160.149656,2,2,3+,0 to 1 year old,0,high,1,high-rise
sector 106,2.6,1625.0,3,3,2,0 to 1 year old,0,high,1,high-rise
sector 108,3.95,2003.0,3,3,3,0 to 1 year old,0,high,2,high-rise
sector 109,2.5,2150.0,3,4,3+,1 to 5 year old,1,high,1,high-rise
sector 109,2.15,1750.0,3,3,3+,1 to 5 year old,0,high,2,high-rise
sector 112,4.75,2802.0,3,3,3+,0 to 1 year old,1,high,2,high-rise
sector 109,2.1,1750.0,3,3,3+,1 to 5 year old,1,high,1,high-rise
sector 65,5.79,2450.0,3,3,3+,1 to 5 year old,1,medium,0,high-rise
sector 106,2.75,1855.0,3,3,3+,0 to 1 year old,0,high,0,high-rise
sector 82a,2.72,1818.0,3,3,3+,5 to 10 year old,0,medium,1,high-rise
sector 37c,1.1,1310.0,2,2,3,0 to 1 year old,0,high,2,mid-rise
sector 83,1.67,2201.0,3,2,1,1 to 5 year old,0,high,2,mid-rise
sector 83,1.45,1245.0,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 72,4.95,2905.0,4,5,3+,0 to 1 year old,1,high,2,high-rise
sector 72,4.92,2550.0,3,3,3,0 to 1 year old,1,medium,2,high-rise
sector 54,8.5,3160.0,4,6,2,5 to 10 year old,1,high,2,mid-rise
sector 112,8.35,4739.0,4,6,3+,1 to 5 year old,1,high,2,high-rise
sector 37d,2.05,1832.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 37d,1.86,1870.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 48,2.33,1945.0,3,3,3,10+ year old,0,medium,1,mid-rise
sector 48,2.35,1855.0,3,3,3,10+ year old,0,medium,1,mid-rise
sector 48,2.3,1855.0,3,3,3,10+ year old,0,medium,1,mid-rise
sector 49,3.45,2061.0,3,3,3,5 to 10 year old,0,high,1,mid-rise
sector 49,3.45,2061.0,3,3,3,10+ year old,0,high,2,mid-rise
sector 110 a,2.55,2042.0,3,3,3+,1 to 5 year old,1,low,0,mid-rise
sector 110 a,3.25,2428.0,4,5,3+,1 to 5 year old,1,low,1,mid-rise
sector 110 a,3.26,2428.0,4,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 110 a,1.45,990.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 88a,1.65,1498.0,2,2,3+,1 to 5 year old,0,high,1,high-rise
sector 85,2.6,1855.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 88a,2.15,1825.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 83,1.6,1740.0,3,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 111,3.9,2100.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 62,6.1,2588.79,3,3,3,1 to 5 year old,1,high,2,high-rise
sector 67a,2.59,1950.0,3,3,3,1 to 5 year old,1,high,2,mid-rise
sector 95,0.67,914.6504,3,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 81,1.55,1360.0,2,2,3,5 to 10 year old,0,high,0,mid-rise
sector 81,5.5,4200.0,4,6,3+,1 to 5 year old,1,high,3,high-rise
sector 89 a,2.15,1950.0,3,3,2,0 to 1 year old,1,medium,1,mid-rise
sector 82a,3.6,1799.0,3,3,3+,1 to 5 year old,1,medium,2,high-rise
sector 113,3.15,2771.25,3,3,3+,0 to 1 year old,1,medium,2,high-rise
sector 37d,1.82,1640.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 56,2.65,1950.0,3,3,3,5 to 10 year old,1,medium,2,mid-rise
sector 52,2.25,2150.0,3,3,3,10+ year old,1,medium,2,mid-rise
sector 37c,1.52,2889.7,3,5,3+,1 to 5 year old,1,medium,2,high-rise
sector 93,1.65,1805.0,3,4,2,5 to 10 year old,0,medium,1,mid-rise
sector 72,7.1,3355.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 84,1.65,1562.0,2,3,3,1 to 5 year old,0,medium,1,high-rise
sector 70a,3.5,2150.0,3,3,3,5 to 10 year old,0,medium,2,high-rise
sector 70a,2.3,1304.0,2,2,3+,1 to 5 year old,0,medium,2,high-rise
sector 72,6.5,3355.0,4,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 72,6.4,3355.0,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 113,3.5,2575.0,3,4,3,1 to 5 year old,1,medium,2,high-rise
sector 68,2.42,1999.0,3,4,3+,0 to 1 year old,1,high,1,high-rise
dlf phase 5,3.45,1900.0,3,3,2,10+ year old,0,high,1,low-rise
sector 67a,1.75,1296.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 93,0.64,628.0,2,2,3,1 to 5 year old,0,medium,2,mid-rise
sector 37c,2.25,3472.0,4,4,2,0 to 1 year old,0,high,2,mid-rise
sector 65,7.0,2875.0,4,5,3+,1 to 5 year old,1,medium,3,high-rise
sector 106,1.45,1385.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
sector 61,2.66,2130.0,3,3,2,0 to 1 year old,0,medium,2,low-rise
sector 104,2.6,2290.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 102,2.22,1692.0,3,3,3,1 to 5 year old,0,high,1,high-rise
sector 109,2.9,1955.0,3,4,3+,0 to 1 year old,1,medium,1,mid-rise
sector 93,0.68,628.0,2,2,3,1 to 5 year old,0,low,1,mid-rise
sector 95a,0.65,808.3208,2,2,2,1 to 5 year old,0,high,1,mid-rise
dlf phase 4,5.8,3527.28,4,4,3+,0 to 1 year old,1,high,2,low-rise
sector 104,2.62,2698.0,3,3,3+,1 to 5 year old,1,medium,2,high-rise
